,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
HasGills,0.26428258,0.054757282,-0.031220544,-0.39942417,-0.057594508,0.23992117,0.2862987,0.2865426,-0.17227612,0.023579482,-0.20729217,-0.2191064,0.037056595,0.37684858,0.5882816,0.12525243,0.12395494,-0.00075576233,-0.0849866,0.01470347,-0.33370277,-0.14444113,0.23920667,0.052777477,-0.32919183,0.6360645,0.0011715592,0.074087635,0.14009707,0.27639592,-0.17744046,-0.28880188,-0.21661131,-0.15576106,-0.25777632,0.124607705,-0.062259026,-0.32330042,-0.021795256,0.28031707
HasMilk,0.43115816,0.23730277,0.15455407,0.0425018,-0.16592954,0.06752896,0.3088401,0.51521367,-0.12711169,0.040012646,-0.2423022,-0.18601096,-0.10357518,0.41136485,0.432184,0.21336755,0.3760497,-0.06690447,-0.07208692,-0.09527464,-0.2901925,-0.032344453,-0.20244211,0.024335792,-0.29394418,-0.5700083,-0.18450409,0.015336471,0.069073826,0.3343768,-0.12759995,-0.19904043,-0.19969054,-0.025542824,-0.18314396,-0.48639724,-0.037696425,-0.4077067,-0.07275731,0.42671117
Herring,0.058523756,0.11139373,0.22350223,-0.21174037,0.4683654,0.015021662,0.15342589,0.37318242,-0.141092,0.029358396,-0.2511145,-0.05890833,0.62603205,0.34397548,0.4455748,-0.00021390084,0.3167867,0.10176899,-0.19076276,-0.04622132,-0.109915264,0.014455738,0.28658214,-0.18513468,-0.15098324,0.17348142,-0.20222762,0.13492334,0.3307088,0.36085942,-0.30028638,-0.18123333,-0.28778148,-0.16583657,-0.065579206,-0.10325223,-0.123589225,-0.29124865,-0.08548811,0.36931285
Homeothermic,0.2621777,0.19750653,-0.00016415262,0.24321368,-0.10489201,0.081309915,0.304771,0.40271077,-0.2596448,0.030753706,-0.33984897,-0.24422838,-0.15770571,0.28146574,0.4582881,0.3917003,0.44625422,-0.027637593,-0.10815166,0.081341945,-0.26928276,-0.029540556,-0.39375734,-0.02354024,-0.3691843,-0.5177526,-0.06160705,0.2001907,0.0038394495,0.29810125,-0.14416061,-0.3699902,-0.13131353,0.014287184,-0.342975,-0.5596958,-0.07374978,-0.34639117,-0.0807559,0.41207695
Land,0.062342603,-0.346625,0.5198553,-0.21553001,0.105402194,0.18173292,0.12865919,0.20813708,0.0053870794,-0.0435842,-0.25773203,-0.2746107,0.16088127,0.38602695,0.32835808,-0.6541345,0.24463344,0.19457005,-0.35422328,-0.0405904,-0.15592247,-0.30177236,0.09879411,0.52353567,-0.36064836,-0.1092175,-0.26835018,0.062037554,0.29400325,0.6314111,-0.16586019,-0.11128308,-0.14825605,-0.0633638,-0.20897502,-0.2097664,-0.08643042,-0.3805152,0.01247957,0.3274894
Lizard,0.17813848,0.052520383,-0.06972605,-0.04751068,0.38115063,-0.13018039,0.42789808,0.24899608,-0.24026601,0.36103165,-0.0027716928,-0.183413,0.045859944,0.35895073,0.45526102,-0.036019403,0.39194763,-0.028470851,-0.33806637,-0.06275088,-0.0404046,-0.20964187,0.22466573,0.17519756,-0.07480989,0.25559223,-0.18610737,0.33647552,0.04594673,0.19266006,-0.40480036,-0.22614203,0.10997501,-0.09969458,-0.18307798,-0.08768598,-0.44635716,-0.41093507,-0.16006827,0.33845547
Mammal,0.24013802,-0.062971264,0.18485118,-0.17245446,0.28189802,0.13544719,-0.011749407,0.2382316,-0.014201391,0.10356967,-0.22639866,-0.24381578,-0.43231076,0.28037712,0.42556214,0.028481882,0.25208268,0.12978308,-0.2329519,-0.0389025,-0.30519384,-0.18505701,0.18856332,0.06565163,-0.22456974,-0.066055045,-0.062222008,0.033342578,0.47143942,0.2770888,-0.20997134,-0.0009662176,-0.731187,0.13486299,-0.15140674,-0.09753848,-0.21878973,-0.3786793,-0.13099901,0.2840283
N01e3cd5067084f888734481006024870,0.30470872,-0.25636238,0.14346096,-0.10528631,0.28180283,-0.13346516,0.23838584,0.1340694,-0.20258549,-0.09341548,-0.26989242,-0.13819359,-0.108756855,0.16833822,0.37087464,0.104830585,0.29830158,0.08491809,-0.4342778,0.006508274,-0.16068183,0.07260667,0.13799499,-0.071076155,-0.31014755,0.13134089,-0.32977867,0.25377452,0.1731925,0.31041226,-0.0092661455,-0.23330203,-0.03412367,-0.14049809,0.12197013,0.06437365,-0.21584843,-0.24314398,-0.38186938,0.21812776
N05a298aff0274d019bc3607100ba2c0c,0.4303629,-0.11713269,0.02483909,-0.5086423,0.39149174,0.40038568,0.25458887,0.09187255,-0.16349617,0.031707674,-0.014550024,-0.2450855,-0.30360425,-0.2012559,0.25344953,0.11748191,0.21315908,0.1955789,-0.32790828,0.16708636,-0.19950318,-9.33654e-05,-0.01744797,-0.26959145,-0.22764495,0.08302399,-0.27781162,0.30905637,0.15524751,0.16098611,-0.1897766,-0.12970145,-0.08075174,-0.1337365,-0.38094804,-0.48280263,-0.33320984,-0.21718572,-0.33457908,0.18907802
N09fe74874b314070b07de97455af82c9,0.29481995,0.13078022,0.08979319,-0.3747793,-0.1347016,0.1430971,0.21420325,0.35106686,-0.35151744,0.029085796,-0.1942516,0.080691434,0.029398222,0.3642632,0.30351385,0.2703126,0.031369995,0.20211367,-0.3136834,0.056970537,-0.20540431,-0.046878003,0.11520547,0.09165713,-0.2458025,0.22847185,-0.20847484,0.32824296,0.21584408,0.27019557,-0.23847033,-0.26916903,-0.2234525,-0.054490045,-0.014731043,-0.043092452,-0.11471996,-0.20963243,-0.26767683,0.20802438
N0aded64eed8f4cad87c0ad2f3dac4580,0.22701767,0.10520878,0.31943536,-0.0067993486,-0.25601533,0.17118037,0.22931574,0.05024805,-0.33011177,-0.0059131416,-0.15177539,-0.25135157,0.05518068,0.2678472,0.22538415,0.5048012,0.15430318,0.21346152,-0.3031346,0.08900342,-0.3157855,-0.022261523,0.18987317,-0.43701616,-0.21442957,-0.13541777,-0.43228963,0.34779465,0.29914522,0.28058028,-0.15138978,-0.24101365,-0.06408075,-0.14230706,0.12384014,0.010099985,-0.22658917,-0.2675482,-0.33608335,0.19781889
N0b0b05120e8e42f188b219b1a98d7550,-0.05482566,0.1987159,0.3498925,-0.6673362,0.39880985,0.21240342,0.19923039,-0.0448524,-0.31890363,-0.12086684,-0.35409796,-0.0840333,-0.1689936,-0.0028629885,0.42917925,0.25270107,-0.002682676,0.2771239,-0.38934156,-0.24166475,-0.34590948,-0.42156667,0.2619835,-0.112857476,-0.06390868,0.02774525,0.033547282,0.12719491,0.30314812,0.23888707,0.04663479,-0.29904702,-0.15997992,-0.36766312,-0.23045966,0.092248276,-0.29503444,-0.06722545,-0.21591026,0.05657889
N0e8ad5013c1d409fac5bd849853dbc39,0.30762932,-0.2613026,0.055505816,0.06852806,0.34587494,0.25204587,0.23940225,0.3832548,-0.27399656,-0.09790908,-0.32681128,-0.0073097977,-0.2022573,0.23202011,0.3786902,0.268935,0.3377498,-0.061844032,-0.45612907,0.06591937,-0.12292749,-0.01184265,0.015006684,-0.17732905,-0.048355404,-0.062578395,-0.34503555,0.12437759,0.18303479,0.2988793,-0.013138107,-0.20209992,-0.14997926,-0.12389546,0.09361371,-0.27063414,-0.13676265,-0.30792096,-0.36341462,0.2485923
N0fa391cd1ae34890b2e90cb793f5d322,0.39477047,0.12961191,0.11272535,0.052406736,0.19501156,0.27904165,0.2380436,0.14650556,-0.17414169,-0.049506906,-0.3515383,-0.11299165,-0.1458786,-0.007455775,0.35630974,0.16486746,0.3139266,0.10096711,-0.33930707,0.043857146,-0.17933515,-0.02174023,0.13559622,-0.06378394,-0.43579423,-0.25610524,-0.30057672,0.15351517,0.23875664,0.28281662,0.115408614,-0.20104335,-0.19695842,-0.103782654,0.09589687,-0.2943334,-0.13738532,-0.2175618,-0.34263724,0.21437566
N1104e4645c1244088f44095159217945,0.17517628,-0.14631556,0.112909555,-0.20684235,0.17769627,0.30846503,0.3693329,0.11715858,-0.094384134,0.13128628,-0.35190982,-0.0061939214,-0.39360285,0.0920592,0.27462623,-0.15638976,0.3129746,0.047750056,-0.2561421,0.007882443,-0.3823874,-0.20332888,0.24526657,0.024516553,-0.25095326,0.028127031,-0.018695304,0.12771335,0.22333069,0.07765589,0.03599134,-0.038360532,-0.0021976372,-0.23358391,-0.16610736,-0.28940043,-0.5279518,-0.42814872,-0.04161897,0.35584807
N1359de604d3f4dd2aaafc7cbbeb8c98e,0.3171917,0.16937605,0.015308843,-0.34111926,0.30097756,0.21667585,0.19175309,0.28881344,-0.34907168,0.011509211,-0.13408978,-0.09954611,0.15443751,0.23842077,0.27087083,0.0999789,0.14409065,0.05088423,-0.2848961,0.07374351,-0.19846432,-0.02856202,0.02675954,0.18518448,-0.20891127,0.21873774,-0.14739627,0.32774565,0.35413256,0.35886458,-0.22986913,-0.21480629,-0.24343461,-0.047942385,-0.0886153,0.06357984,-0.17040583,-0.18780006,-0.3126105,0.18078113
N13c0f65321ad4100a0560131eb0f1e3c,0.27492628,-0.22691707,0.003622527,-0.33703262,-0.04450579,0.090960965,0.2220482,0.41805217,-0.27964848,-0.118509166,-0.20394969,-0.19817118,-0.20133528,0.2022919,0.3524542,0.15913557,0.22083066,-0.0038331759,-0.25800312,0.084039405,-0.07880577,0.018735075,0.034947835,-0.24219704,-0.3028488,-0.4206916,-0.31065843,0.16938573,0.27848485,0.2390402,-0.21940812,-0.08738731,0.06487432,-0.1386585,0.08777621,-0.23783329,-0.2407911,-0.28642583,-0.30427667,0.2340878
N16f4338a81c2450ebf6db573673cb972,0.3016086,-0.29176673,0.049642462,-0.44821414,0.36121327,0.4188978,0.266601,0.12491971,-0.150208,0.01409481,-0.20715412,0.04829369,0.011443366,-0.12943694,0.3537714,0.27551794,0.19409165,0.16895588,-0.4124056,0.05200128,-0.18808274,0.051330872,0.03293785,0.14789732,-0.31313998,-0.0677197,-0.34120336,0.12769179,0.23879704,0.20714243,-0.24586144,-0.17308976,-0.03878936,-0.06956607,0.091055244,0.03255412,-0.16462618,-0.20716642,-0.3451989,0.2304847
N181bfdabb7d14730ad86454c9be7bd9c,0.3808113,0.1492958,0.10779419,0.15502605,0.10047971,0.3285029,0.16468695,0.17137027,-0.13928767,-0.10447209,-0.19529703,-0.15782456,-0.094676584,0.05611955,0.35406765,0.18670881,0.25524965,0.2410633,-0.40909496,0.03867689,-0.1416647,-0.2134018,0.05339337,-0.16885461,-0.33961803,0.2801805,-0.3743666,0.2524119,0.3485285,0.19223392,-0.20405562,-0.14835049,-0.10711599,-0.11581618,0.10077944,-0.4355829,-0.13611463,-0.1939787,-0.40212077,0.25636658
N1ebcca4235d5467c8ba668ffe5d0817f,0.29828364,-0.39724004,0.17962074,-0.1508042,0.28509918,0.2594683,0.30597267,0.07381302,-0.1595029,0.12503739,-0.32999676,0.10080836,-0.2669236,0.30194417,0.30820292,0.26234037,0.36506873,0.12631129,-0.39782935,-0.027938966,-0.30173895,0.055054784,0.35798153,-0.07629705,-0.30008224,-0.0564838,-0.013460983,0.03417341,0.2551929,0.20107347,0.0238599,-0.47135422,-0.048535295,-0.030346766,-0.04047374,0.015261637,-0.17059563,-0.1570979,-0.28365734,0.15578067
N214df6e07e144c58b9c68a479d6a1533,-0.020196393,0.089114994,0.3582955,-0.11407674,0.1394879,0.17840527,0.18036579,0.24397185,-0.33661687,-0.1627826,-0.39252523,-0.18730304,-0.40480587,0.0021392764,0.38434762,0.19721872,0.03353919,0.3177985,-0.3639021,-0.26494077,-0.29522422,-0.78584343,0.35065097,-0.18495615,-0.013710964,0.077654086,0.15840901,0.08716029,0.41413832,0.19677769,0.004686912,-0.10082251,-0.28436133,-0.34616637,-0.19253153,-0.22520454,-0.31690243,-0.104592554,-0.24666592,0.20552942
N22c97e480cd249adb083e0ae1ad29ba1,0.120996386,0.11172704,0.15031092,-0.22262174,0.22416553,0.25179905,0.30847317,0.29647464,-0.24415395,0.19778876,-0.4764147,0.4410552,-0.19648622,0.13901506,0.14242376,0.3434462,0.3043611,0.050040103,-0.29776987,0.13146089,-0.43156525,-0.19379099,0.25279438,-0.009005308,-0.29041535,0.09327268,0.10294354,0.0954301,0.062992714,-0.0013887692,-0.35160047,-0.12092769,-0.06557921,-0.13413592,-0.36545512,-0.081767544,-0.37853986,-0.45577872,-0.095892645,0.40896565
N24c2a5e52d6f45eab48f0ee63702cf8d,0.28485924,0.029138604,0.06356964,-0.10632865,0.40226167,-0.06269221,0.19433978,0.25029132,-0.3115842,-0.0028501286,-0.1456756,-0.043080784,0.037944186,0.16238904,0.16957764,0.19184422,0.32777932,0.117143705,-0.3508849,0.0519208,-0.4458725,0.12013021,0.0959715,-0.06342197,-0.28961813,0.19000281,-0.24916688,0.24354942,0.18515724,0.27214947,-0.27568927,-0.2850834,-0.03337277,-0.055787455,0.09888499,0.10983404,-0.20953993,-0.21027267,-0.3146091,0.2546535
N2b233e2e7f5e4ac890859ac0acad1208,-0.124918826,0.10731873,-0.01976029,-0.39505556,-0.035347823,0.28099617,0.06703234,0.097333096,-0.39926443,-0.1281331,-0.30559543,-0.071807146,0.15388757,0.06935147,0.20440565,0.14795363,0.054955624,0.33012882,-0.42084086,-0.1099357,-0.42828956,-0.12552819,0.47600862,-0.27923006,-0.015498975,-0.14397329,0.12962663,0.15152322,0.43622527,0.21958521,-0.050080433,-0.34246856,-0.38663068,-0.36232004,-0.31172228,-0.009486135,-0.5168079,-0.06507635,-0.29721612,0.29512075
N2bb5b996859f42508ce36b9eb4ceaef3,0.3268226,0.054726325,0.05057314,0.15445064,0.15108088,0.103096135,0.18358566,0.27082324,-0.16363323,0.1925481,-0.23918249,-0.28240383,-0.105189994,-0.035745494,0.31570137,0.24288706,0.17099771,0.18252765,-0.2767954,0.20320213,-0.24936686,0.085839264,0.053792644,0.03806672,-0.28698456,0.17022178,-0.063412525,0.22955893,0.28050262,0.17086883,-0.2205283,-0.22248004,-0.20627502,-0.33371753,-0.1587754,-0.5292368,-0.30537876,-0.26723048,-0.3699365,0.24879368
N2dc4f27fc0e744d298d510375565fb86,0.25345337,-0.25015336,0.2320532,-0.2853492,0.20049073,0.1115286,0.25388935,0.3762434,-0.086109675,-0.054089867,-0.43862897,-0.032308783,-0.1266856,-0.02540678,0.26814976,0.35414797,0.17648128,0.25630394,-0.31513062,0.23445837,-0.24340475,0.089711614,-0.07733982,0.027957756,-0.2751202,-0.30183342,-0.17209464,0.16903867,0.19613148,0.21087159,0.3328984,-0.2592737,-0.1864054,-0.28056082,-0.08021687,-0.07605673,-0.21630509,-0.31864882,-0.27678746,0.26690233
