,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
lymphography#108,-0.17831141,-0.19888833,-0.23514217,0.19226316,-0.26180533,-0.4255332,-0.43594,-0.07875958,0.44015417,-0.08411194,0.22067219,0.06264814,-0.40245786,0.20359308,0.30552834,0.39188838,0.13450736,0.3538739,-0.16938767,-0.23715878,-0.17881116,-0.04734419,-0.36921522,-0.11930924,0.35878062,0.1473798,-0.23799203,-0.25870782,-0.17115037,-0.56623113,-0.26743716,-0.24931361,-0.02043323,0.48385316,0.6684008,-0.2031466,0.18885143,0.67684454,-0.16328396,-0.0834222
lymphography#109,0.046315763,-0.39316264,-0.19977199,0.357862,-0.6251443,-0.23191205,-0.41802529,-0.09546976,0.6175435,-0.11077263,-0.0060949405,0.00986804,-0.67424506,0.3163202,0.10722946,0.51029646,0.22250238,0.10853755,-0.10042904,-0.22771892,-0.34334758,0.1460103,-0.41675332,-0.23383917,0.121398084,0.23589818,0.28699294,-0.4176044,-0.16223775,-0.30211976,-0.348373,-0.18810385,-0.30253446,0.04938764,0.373341,-0.3619432,0.35908246,0.044451427,-0.08523081,-0.08573234
lymphography#11,-0.24254446,-0.14259541,-0.079157084,0.40242878,-0.2274437,-0.13103902,-0.4620738,-0.1624404,0.4661598,-0.2928903,0.022256574,0.16291986,-0.35457304,0.50843245,0.100977495,0.37757814,0.3599836,0.35144535,-0.49925506,-0.2026131,-0.25261012,0.03451381,-0.25216413,-0.14839117,0.5022994,0.37614506,-0.0006690547,-0.24264054,-0.2535067,-0.41565874,-0.32540536,0.0015730037,-0.16808966,-0.057559982,0.034642287,-0.17498173,0.15192394,0.60551155,0.302151,-0.11676111
lymphography#110,-0.08967066,-0.5182795,0.024952952,0.18785502,-0.51076025,-0.29811063,-0.50451976,-0.15673485,0.5665215,-0.0029586963,-0.038603213,-0.08193532,-0.36033517,0.21796058,0.4134008,0.34593368,0.0008694969,0.4738751,-0.30907091,-0.1828683,-0.23721822,-0.12342053,-0.33960384,-0.18862446,0.17404918,0.20943874,-0.0010183763,-0.3230924,-0.04736773,-0.42861867,-0.3435515,-0.22656275,-0.1920511,-0.076039396,0.09082299,-0.3185295,0.20067303,0.54325783,0.13027477,0.06893309
lymphography#111,0.02810223,-0.4770439,0.13197087,0.21819013,-0.45850146,-0.4342602,-0.38985065,-0.15502231,0.42700034,-0.2110584,0.33656082,-0.19267759,-0.44025984,0.30179015,0.48659828,0.6040607,0.11675833,0.3868146,-0.12046908,-0.2804344,-0.40755123,0.27464113,-0.47447115,-0.3702462,0.3028277,0.09584666,-0.03182452,-0.48829296,-0.092411555,-0.15270755,-0.16734664,-0.047588136,-0.347857,-0.13680468,-0.097766235,-0.32168496,0.17712961,0.10527237,0.34473723,0.27857414
lymphography#112,-0.050438445,-0.47686374,-0.29683802,0.239313,-0.43333006,-0.5581005,-0.20114456,-0.06949125,0.3044144,-0.22057495,0.4041104,0.32450536,-0.24199253,-0.0148858195,0.29520938,0.6510318,0.09450629,0.3700891,-0.26965925,-0.17960627,-0.7029285,0.03866678,-0.26988316,-0.33400446,0.32994118,0.41373894,-0.03997181,-0.23945343,-0.22229514,-0.18445723,-0.19431071,0.14146262,-0.052144427,0.2622097,0.15568104,-0.37382933,0.26658857,0.48185012,0.10511986,-0.046293
lymphography#113,0.13542852,-0.28956458,-0.06580304,0.109259896,-0.50762105,-0.49465883,-0.29349792,-0.038318057,0.47173554,0.08236928,0.20353314,-0.256915,-0.5254214,0.5041318,0.38974756,0.65982115,0.1638782,0.24458113,-0.25949824,-0.31794068,-0.09655935,-0.10958831,-0.23430775,-0.32640317,0.32005775,0.33865008,-0.08155255,-0.45427075,-0.092888385,-0.36163703,-0.19857547,-0.36124387,-0.14660679,0.19040109,0.10418984,-0.12488273,0.2277138,-0.029281754,0.103456356,-0.27844182
lymphography#114,0.129803,-0.32267022,0.089297794,0.15962298,-0.5127943,-0.45768538,-0.3022687,0.0072074463,0.51099056,-0.26468816,0.05629186,-0.0110660745,-0.3601072,0.24507755,0.12807028,0.682584,0.15182813,0.4247488,-0.38567156,-0.14422081,-0.13570522,-0.065789804,-0.32548836,-0.4047068,0.30345777,0.15144016,-0.22446436,-0.44270402,-0.13852829,-0.47219944,-0.27516922,8.998559e-05,-0.19782516,0.36782902,-0.017895127,0.12255674,0.48139802,0.4012418,0.24115768,-0.00859977
lymphography#115,-0.13698784,-0.2609327,-0.20373885,0.07205321,-0.3151396,-0.46760604,-0.42640537,0.095701955,0.6174941,-0.061750036,0.0074756467,0.23735246,-0.4077025,0.37878078,0.26014426,0.5188651,-0.06226171,0.25549877,-0.13000989,-0.28353095,-0.4529835,0.02184851,-0.58328944,-0.029525664,0.28854886,0.2888676,0.10480611,-0.32083163,-0.08912539,-0.5324129,-0.33516335,-0.4256929,0.104201734,0.23789959,-0.107552476,0.007340892,0.050811604,0.586314,0.022376368,-0.16809504
lymphography#116,-0.16720007,-0.098557584,-0.15590146,0.18119924,-0.39348218,-0.4914329,-0.32800677,-0.08570886,0.6051861,-0.095645875,-0.06484906,-0.043585677,-0.40521404,0.13503617,0.20854312,0.7359446,0.10597829,0.24747758,-0.2972624,-0.16455132,-0.46786836,-0.015833871,-0.47102997,-0.15213549,0.2903079,0.09152531,-0.0233439,-0.44213015,-0.06577002,-0.3999496,-0.30263823,0.024484761,-0.08376272,0.18783228,-0.1974347,-0.33357114,0.15941194,0.69040287,0.12423748,-0.095101014
lymphography#117,-0.254848,-0.2624858,-0.1193478,0.104614414,-0.43176925,-0.25697738,-0.3215729,0.22390312,0.4674666,-0.4106151,0.14800312,0.11609548,-0.37280357,0.46417296,0.4245922,0.59846026,0.14414929,0.3930843,-0.36936894,-0.26309803,-0.5045799,0.06839768,-0.19394483,-0.23169911,0.25908384,0.3259119,0.081953734,-0.25593364,-0.39100888,-0.27048397,-0.2670798,0.13187289,-0.090560034,0.26766795,-0.26751378,-0.1868946,0.13491426,0.0067487955,0.46425337,-0.4711428
lymphography#118,0.096641794,-0.4310282,0.094484165,0.20053118,-0.42450884,-0.33406383,-0.120518886,-0.31494555,0.73194826,-0.4264928,0.17958464,0.2565675,-0.27574927,0.08086616,0.3086777,0.66241,0.26862925,0.52851677,-0.41796702,-0.26983207,-0.34593898,0.10611035,-0.4732757,-0.16110314,0.56904995,-0.046709847,0.00035278624,-0.29549235,-0.28631622,-0.40560275,-0.3518554,0.018061271,-0.19331242,0.33300152,0.1856903,-0.086723685,-0.03366758,0.24097134,0.1978701,0.08760586
lymphography#119,0.06459604,-0.39883548,-0.021337584,0.1780891,-0.34648108,-0.32186043,-0.26680666,-0.196557,0.32766908,-0.21168266,0.6772282,-0.037628476,-0.49422374,0.20501475,0.23966525,0.4745842,0.41808045,0.5016985,-0.047199115,-0.04518744,-0.48667535,0.075070485,-0.1749278,-0.32743338,0.42351338,0.4715872,-0.0552475,-0.31736657,-0.13492541,-0.46223244,-0.18680088,-0.047049217,-0.29241285,0.0666053,0.38762397,-0.08048404,0.48745483,0.605148,0.29457325,-0.21976882
lymphography#12,0.03746736,-0.4338624,-0.32968765,0.1758174,-0.39386818,-0.17867017,-0.39214483,-0.11546989,0.2936509,-0.23352128,0.4560274,0.37219197,-0.38933405,0.11831786,0.27662855,0.43981662,0.20765615,0.34276566,-0.32268742,-0.11660688,-0.29240927,0.24599634,-0.52886194,-0.2923345,0.4105721,0.16504484,-0.18144022,-0.40531325,-0.25432476,-0.130036,-0.18232577,0.08872579,-0.20071504,0.3191757,-0.09746595,-0.19308,0.24454957,0.40003002,-0.07683387,-0.21586919
lymphography#120,-0.026011517,-0.40809223,-0.21100627,0.24299994,0.057377215,-0.11863136,-0.6323796,-0.364358,0.40482184,-0.1717224,0.26182032,0.5279451,-0.37132698,0.5018784,0.10299449,0.3383395,0.27176082,0.4056615,-0.40669706,-0.26130378,-0.43533346,0.07028601,-0.23813945,-0.20804287,0.19490401,0.2751112,-0.14987615,-0.26873314,-0.17868197,-0.3621464,-0.47768697,-0.0075817024,-0.22942212,0.26997465,0.26554412,-0.24261466,0.40252808,0.6775976,0.051350992,-0.2569556
lymphography#121,-0.107668996,-0.1221967,-0.2770468,0.492916,-0.47997501,-0.4640483,-0.27759826,-0.04601568,0.2942039,-0.10900561,0.022240391,0.05756276,-0.37685147,0.33407792,0.31138343,0.5928353,0.010266124,0.12923937,-0.49635985,-0.3349788,-0.22827792,0.19391751,-0.3998972,-0.18289998,0.45876727,0.01658199,-0.24838024,-0.47875077,-0.05287845,-0.48899713,-0.34808132,0.06744357,-0.05893783,0.31699836,-0.35851476,-0.1935812,0.42115983,0.3002531,0.28594735,0.043912202
lymphography#122,-0.07818005,-0.31674847,-0.03370118,0.08245918,-0.21286277,-0.42006662,-0.18767263,-0.13925171,0.39841676,-0.1519278,0.3235435,-0.33167604,-0.4651355,0.34124213,0.28567863,0.7134146,-0.04639351,0.3850801,-0.39388865,-0.108313486,-0.1499712,-0.13926925,-0.32015345,-0.35287803,0.31309518,0.16209778,-0.028530251,-0.51826704,-0.072888985,-0.42676204,-0.16240574,-0.018006863,-0.10974199,0.27062953,-0.23720936,-0.045232896,0.22315454,0.4809767,0.22190955,-0.1888503
lymphography#123,-0.093061805,-0.031094408,0.0803505,0.3242134,-0.33583498,-0.46248615,-0.22881176,-0.20777728,0.5523902,-0.17633294,0.26012912,-0.13357086,-0.6129591,0.53307176,0.1361155,0.3988434,0.23199965,0.28515527,-0.53262275,-0.12127427,-0.35979527,-0.031302165,-0.3419201,-0.15960716,0.5375593,0.11102738,0.076238826,-0.28426167,-0.16513562,-0.38143122,-0.2425427,0.123025715,-0.0649096,-0.04976418,0.035010472,-0.19826466,0.27137712,0.49040377,0.06303998,0.055931255
lymphography#124,0.05183009,-0.57589954,-0.15563303,0.26751468,-0.41539446,-0.21197206,-0.23846634,-0.08259227,0.31912786,-0.2664051,0.16946223,0.25242335,-0.27782196,0.094086096,0.30515748,0.54780495,0.04429596,0.3384888,-0.027108304,-0.2688025,-0.24438696,-0.25644225,-0.6316472,-0.3699923,0.4101771,0.014879016,0.24465917,-0.4377465,-0.1644572,-0.3434413,-0.27927136,-0.17891033,-0.09778109,-0.105110385,-0.05675699,-0.30299103,0.40271387,0.22620039,0.16039631,-0.16185197
lymphography#125,0.0088776685,-0.4753375,-0.12138391,0.18372108,-0.31897476,-0.2073644,-0.41092443,-0.17710033,0.31843612,-0.12666677,0.29757062,-0.13075083,-0.39688686,0.21994561,0.191616,0.63846195,0.08468234,0.45563018,-0.41346762,-0.21046248,-0.5488053,0.06433865,-0.24580684,-0.2654684,0.26507056,0.047178052,0.10103046,-0.498041,-0.26371017,-0.64972097,-0.24943252,0.0050078663,-0.1674329,0.22166023,-0.24887618,-0.05208064,-0.009592724,0.025043052,0.13823976,-0.0048315753
lymphography#126,-0.27638245,-0.43373743,0.015309177,0.16879086,-0.5135692,-0.445983,-0.33270904,-0.3328987,0.5859621,-0.34040117,-0.05212476,0.27314565,-0.47920135,0.15427223,0.22277986,0.7006223,0.31411496,0.31158727,0.007007196,-0.21489932,-0.432326,-0.1783777,-0.23733386,-0.12493465,0.432303,0.14468795,0.20032838,-0.22194467,-0.105074026,-0.50042933,-0.27894184,-0.16603892,0.23229085,0.30072853,0.6547014,-0.075303175,0.39932212,0.24139011,0.0072525246,-0.1820618
lymphography#127,0.026081162,-0.43678582,-0.03548998,0.19083059,-0.58190465,-0.18744436,-0.46664897,0.017443728,0.30782846,-0.2582769,-0.04275461,-0.1840243,-0.51853174,0.44451702,0.42026386,0.3937993,-0.022746827,0.44371477,-0.34780604,-0.23064426,-0.4301847,0.068372756,-0.36740878,-0.087689936,0.21806152,0.26977056,0.054005466,-0.18722923,-0.19825761,-0.42793158,-0.30106032,0.22858325,-0.16256541,0.0065403236,-0.29541183,-0.3904011,0.33472466,0.2347461,0.31284624,-0.124539636
lymphography#128,-0.15194266,-0.39922705,0.0010986616,0.28121096,-0.51789886,-0.2607866,-0.43631527,-0.085828915,0.44286543,-0.24829409,-0.12052431,-0.38338515,-0.41403952,0.29209185,0.2312628,0.65447456,0.008772713,0.45212454,-0.25062886,-0.085091636,-0.3893956,0.07298866,-0.34869865,-0.32725298,0.40483052,0.16089676,0.1647608,-0.31286967,-0.17491299,-0.61194056,-0.33327657,-0.02724698,0.00929406,0.033089843,-0.0685178,-0.35246482,0.30397522,0.3248095,0.16152672,0.08664684
lymphography#129,-0.09123037,-0.16717759,-0.13568278,0.101618335,-0.31242236,-0.5316255,-0.25392997,0.025824713,0.5230864,-0.25984544,0.30600724,0.15553772,-0.41217428,0.1529776,0.23525323,0.6867949,0.2569078,0.38765967,-0.3157258,-0.16475073,-0.02537711,-0.09319146,-0.22471653,-0.25047383,0.3787696,0.2539371,-0.08692846,-0.3054715,-0.09144116,-0.55254763,-0.23660545,-0.058775548,-0.09488357,0.45205736,0.13382624,-0.16266112,0.20403758,0.3665366,0.016611224,-0.0659411
lymphography#13,0.22422554,-0.5621412,-0.032606572,0.21170829,-0.5788742,-0.33298713,-0.19800045,-0.2610163,0.60220134,-0.05880218,0.36237612,-0.110731386,-0.3255176,0.41522247,0.274226,0.66076577,0.051801603,0.38916975,-0.37145486,-0.35056266,-0.5117264,0.13104698,0.009680778,0.022675693,0.34640077,0.24784437,0.07573582,-0.34803435,-0.09206575,-0.47525072,-0.16840877,-0.3990872,-0.30647036,0.1375495,-0.06536624,0.19416362,0.51504016,0.33489627,-0.016288554,-0.43920517
lymphography#130,-0.08954101,-0.2562815,-0.25196934,0.1346816,-0.55797327,-0.17161976,-0.47108278,-0.06720305,0.51678073,-0.3146304,-0.14220263,0.22225589,-0.4176668,0.29735366,0.1137962,0.6441664,0.13040432,0.203108,-0.3420778,-0.1441273,-0.32742554,0.06202581,-0.5096753,-0.1593632,0.51283383,0.18630247,0.017974114,-0.3930087,-0.14875646,-0.3893541,-0.35256714,0.12075037,-0.05006078,0.1422707,-0.07702975,-0.24205649,0.24313697,0.5797117,0.13158779,-0.19132307
lymphography#131,-0.43159065,-0.3699831,0.03696662,0.29601562,-0.289807,-0.41725656,-0.42663828,0.024200357,0.5974768,0.043521084,-0.12079755,0.05372199,-0.40789104,0.49359423,0.17846587,0.269877,-0.021820335,0.3203017,-0.38239545,-0.056509722,-0.48529047,-0.21400979,-0.36905807,-0.5100691,0.16380969,0.09930771,-0.16170064,-0.39639047,-0.25042945,-0.41189694,-0.26360312,0.10729846,-0.202976,0.1624627,0.33928296,-0.35183468,0.50064355,0.707387,0.122880615,0.17586103
lymphography#132,-0.21197563,-0.24887513,-0.31558087,0.2565026,-0.23972595,-0.36092523,-0.2542476,0.05863606,0.48006007,0.010396264,0.12955326,0.24582128,-0.2213409,0.15767461,0.24456267,0.42348433,0.200621,0.46909842,-0.4428282,-0.35397086,-0.561899,0.02414487,-0.53136396,-0.036727812,0.37810618,0.3117574,-0.017218197,-0.037200235,-0.23000224,-0.4726146,-0.39955738,-0.271642,-0.13179024,0.3169085,0.43305248,-0.10744543,0.40801626,0.38416532,-0.17197879,-0.12668276
lymphography#133,-0.048511926,-0.25953162,-0.284363,0.21497357,-0.5139371,-0.4344424,-0.27302375,-0.04962436,0.3690026,0.0040893713,-0.09825587,0.39720276,-0.3147157,0.28038004,0.29659447,0.58963096,-0.11845392,0.40440813,-0.25236493,-0.34495753,-0.626416,0.11395814,-0.3438038,-0.057804715,0.34885404,0.14035861,-0.392297,-0.35509354,-0.21733166,-0.36541855,-0.39581412,-0.22486056,-0.10283906,0.34939402,0.37905475,-0.08486897,0.48446348,0.53240895,0.102040336,-0.24743672
lymphography#134,-0.13585201,-0.45413762,-0.16492355,0.2859162,-0.1506249,-0.23058333,-0.48604783,-0.10427465,0.5675689,-0.21732204,0.4295347,0.11466272,-0.2263457,0.42773256,0.34406984,0.5252661,0.09270898,0.1271983,-0.34259924,-0.25495136,-0.37118196,-0.20536648,-0.33287814,-0.24833842,0.21475191,0.07345736,0.21395914,-0.27623108,-0.15506998,-0.4195354,-0.2695909,0.1923119,-0.19233654,0.35148695,-0.16806369,-0.22527467,-0.051629107,0.4149136,0.09234217,-0.115388095
lymphography#135,-0.27963236,-0.31775162,-0.11370129,0.1931313,-0.3619716,-0.39380655,-0.5363099,-0.0010642015,0.512199,-0.299967,0.023452697,0.023896605,-0.5107903,0.16137385,0.24557588,0.3670164,0.15321827,0.40892854,-0.33641595,-0.06492052,-0.26704067,0.10367115,-0.36594594,-0.28101474,0.26897502,0.3580435,-0.03672682,-0.431597,-0.4328639,-0.5323997,-0.3627398,-0.47224683,-0.005719686,0.19802861,0.2298434,-0.20510456,0.108149014,0.13751958,-0.12617917,0.016003935
lymphography#136,-0.22727093,-0.38533056,-0.04235596,0.26546142,-0.35413077,-0.19369987,-0.34524345,-0.039983366,0.5946911,-0.10934557,0.11376621,0.122979365,-0.5100866,0.23302491,0.31599784,0.7467583,0.3302739,0.38379258,-0.24084647,-0.14750594,-0.52517796,-0.21116737,-0.5517107,-0.07287453,0.4986191,0.049524825,0.39372447,-0.07400959,-0.31158364,-0.37180814,-0.28776184,-0.2399105,-0.13659501,-0.09929426,0.33721462,-0.010108464,0.25542212,0.31486678,-0.16767895,-0.09039989
lymphography#137,0.022220686,-0.32974607,0.009884602,0.12565759,-0.14090909,-0.64714426,-0.35396102,0.2850068,0.3333216,0.034256306,0.010363572,0.18898858,-0.25957274,0.43294686,0.050053712,0.71109414,0.037353665,0.30744076,-0.06717458,-0.37979347,-0.2561802,-0.048089657,-0.5379909,-0.15248148,0.3659935,-0.093493395,0.11197518,-0.3147192,0.011189161,-0.6818455,-0.40360406,-0.17158361,0.00034396726,0.30562642,-0.32438353,-0.33021748,0.6027783,0.79007244,-0.059433892,0.07882717
lymphography#138,-0.26345125,-0.38294405,-0.17573686,0.35104752,-0.83684355,-0.26296717,-0.53833044,-0.14361,0.37845263,-0.120780945,0.37878725,0.11894289,-0.29669148,0.34602356,0.28168413,0.649854,0.44774663,0.56181973,-0.11999484,-0.16541488,-0.19968489,0.2767484,-0.36873952,-0.38499093,0.19002631,0.3108317,-0.20657428,-0.14214835,-0.28851354,-0.37532917,-0.29387674,0.05016429,0.0010095157,0.2297629,0.4745715,-0.108277,0.5592313,0.0628387,0.18704428,-0.262045
lymphography#139,0.0039036644,-0.5249553,-0.045664497,0.08122359,-0.5797589,-0.36728382,-0.32642406,-0.06520613,0.21764784,-0.11322946,0.5973228,-0.18030809,-0.4043346,0.2842668,0.45725855,0.55756706,0.046256077,0.52533495,-0.27736095,-0.15828553,-0.28214088,0.0059009576,-0.47918725,-0.35257834,0.2645866,0.16155079,0.09191113,-0.26542917,-0.10336914,-0.32192066,-0.08741141,-0.19305593,-0.18095025,-0.12268142,-0.08985589,-0.46380547,0.2734876,0.2669134,-0.010552235,0.04774449
lymphography#14,-0.31203493,-0.34185064,-0.39131975,0.1117946,-0.36863792,-0.49701113,-0.21548928,0.19166489,0.2978418,-0.3796335,0.272156,0.45790422,-0.34249952,0.18551515,0.16967538,0.69967353,0.18649806,0.46438783,-0.13007188,-0.26225755,-0.5187759,-0.028214,-0.24879268,-0.152073,0.14946173,0.20829499,-0.08853858,-0.122213036,-0.21024485,-0.3534551,-0.3671123,-0.25325418,-0.26030213,0.42624718,0.31776252,-0.10988549,0.3660289,0.39106083,0.38992232,-0.12715635
lymphography#140,-0.31858483,-0.34022698,-0.0760306,0.12870578,-0.56169724,-0.22665483,-0.15911227,-0.2971379,0.35403758,-0.05368751,0.30732632,0.41122812,-0.37686196,0.3488383,0.48408923,0.6253676,0.51935667,0.32235327,-0.27993748,-0.3485805,-0.44479033,-0.28307024,-0.38906658,-0.3631058,0.06268708,-0.06438269,0.396636,-0.37836567,0.06534312,-0.48162416,-0.16022179,-0.30939105,0.18960123,0.108187094,0.21923508,-0.31892493,0.15415823,0.46318728,0.2761368,0.048707455
lymphography#141,-0.17527056,-0.44075194,-0.15362586,0.080828674,-0.3707196,-0.4433887,-0.5453925,-0.22548287,0.57516277,-0.091069706,0.10047524,-0.3865668,-0.28931832,0.34812406,0.36478424,0.31697005,-0.07116112,0.31425655,-0.3824325,-0.107372254,-0.33510166,-0.046779882,-0.4027248,-0.20976442,0.420316,0.035756655,0.13115391,-0.1922393,-0.10979619,-0.55793035,-0.43388975,-0.21482143,-0.15766859,-0.012860428,-0.25710863,-0.2829776,0.09389233,0.5860409,-0.11501042,-0.21679239
lymphography#142,0.01264036,-0.16584708,0.07545138,0.175801,-0.45763507,-0.48425955,-0.24311122,0.2481392,0.6237149,-0.33824918,0.29211184,0.10252401,-0.29444233,0.22711043,0.22175558,0.32671002,0.08337176,0.3694673,-0.3732047,-0.31770214,-0.19255558,0.09446856,-0.55785745,-0.18202046,0.41174078,0.20487715,-0.28504592,-0.49534798,-0.25817904,-0.4930737,-0.17612343,-0.016278243,-0.2578298,0.18905158,-0.19090237,-0.25948802,0.22969441,0.1306764,0.14797398,-0.053671815
lymphography#143,-0.32345334,-0.50854033,0.08944817,0.26978877,-0.22172448,-0.3686511,-0.5822685,-0.19714962,0.42285025,-0.3068125,0.041060425,-0.035536356,-0.39887774,0.08197133,0.34923694,0.46590114,0.16437319,0.40487367,-0.2919689,-0.18523589,-0.18282627,-0.03088235,-0.31085056,-0.2841751,0.16142116,0.12756956,0.082293645,-0.28976655,-0.117830105,-0.45941055,-0.33441028,-0.2652747,-0.16277511,-0.005270794,0.0703696,-0.25794294,0.11545002,0.6203431,0.12511897,0.11011717
