,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-0.372,-0.07189959,-0.7482436,-1.0273528,-0.674386,0.07193376,-0.74649745,0.3925243,0.33421463,-0.22587828,0.55984545,-0.22825848,-0.33841836,0.9554204,0.31480452,-0.14033309,-0.5570544,-0.3579196,0.27863955,-0.91700333,-0.48972464,0.41079888,-1.4984404,-0.29128936,0.2120019,-0.069780044,0.12031808,0.8820147,-0.19281407,-0.19502364,0.4455788,0.48219115,0.17356762,1.2714739,-0.035438046,0.3445076,-0.4207099,-1.1948568,0.3991718,-0.38073713,-0.04715362
-0.373,-0.0040554074,0.025608378,-1.0738744,-0.8415601,0.66021854,-0.8085563,0.41254473,-0.08566211,0.55623245,0.5741506,-0.43668815,-0.26719204,0.87165594,-0.0590944,-0.17094472,0.3045044,-0.48296982,0.40726405,-0.8792165,-0.70796716,0.44924217,-0.0037204,-0.24435154,0.18657462,-0.5842961,0.19164018,0.9653801,-0.8373572,-0.9983702,0.6129429,0.2500449,0.09158187,0.743334,0.037200604,0.637569,-1.1215421,-1.5847607,0.40528738,-0.21919414,-0.15931597
-0.379,-0.029436266,-0.2601901,-0.82535696,-0.48851442,0.47496894,-0.89054424,-0.8345006,-0.02817724,0.7684361,0.5882394,-0.47740337,-0.33626375,0.6475726,0.04660722,0.20794971,-0.711655,-0.64137566,0.046900656,-0.8462601,-1.1357719,0.31860593,0.3315248,-0.2770753,-0.15167357,-0.42944628,0.1604825,0.12525263,-0.888303,-1.0140073,0.6550147,0.37027276,0.16202807,0.8435113,0.2181839,0.31939015,-0.5581293,-1.6526836,0.12302069,-0.007986439,-0.3478691
-0.38,-0.080370724,-1.4533184,-0.9166884,-0.24658725,-0.4718061,-0.6742521,-0.36742246,0.38995397,0.05822654,0.34013316,-0.40871802,-0.17664322,0.120791525,0.10381561,-0.73875564,-0.8147885,-0.10161134,0.24465974,-0.7881321,-0.9372932,0.33987677,-0.46836388,-0.31457657,-0.32251722,0.12011761,0.11845837,0.7328387,-0.13906948,-0.5270531,0.4310181,0.52059513,0.21761261,0.92152125,0.12958981,0.25722146,-0.26664403,-0.51593155,0.5550853,-0.20047195,-0.16779484
-0.414,-0.059803214,-1.486259,-1.1674322,-0.96656954,0.12991264,-0.66971815,-0.22860242,0.071226165,0.8669747,0.47602996,-0.4015795,-0.25271863,0.109325945,-0.07273257,0.2666343,-0.0043902854,-0.13311552,0.11390592,-0.5560719,-1.1535162,0.4144471,-1.086663,0.001915944,0.61333704,-0.036709465,0.27842414,0.85124296,-0.29496235,-1.6974113,0.404616,0.5738514,0.19172847,0.7458711,-0.28733695,0.61963373,-1.0509373,-0.794331,0.105391584,0.011589152,-0.30436423
-0.415,-0.05747908,-1.2967765,-0.7981799,-0.35277203,0.9381117,-0.6835728,0.15059143,0.17150426,0.29471362,0.65183216,-0.2642354,-0.26656353,0.29026845,-0.41050866,0.51098424,-1.0683537,-0.43630177,0.30005985,-0.7184899,-0.7273343,0.40701693,-0.76791644,-0.36871666,-0.115020745,-0.702601,0.1484404,0.9810679,-0.13277365,-0.69884026,0.47113562,0.4051875,0.20670539,0.45810068,-0.14655836,0.90000606,-0.3072624,-0.9242949,0.16384311,-0.22828487,-0.16618414
-0.422,-0.20895712,-0.51322514,-0.97073495,-0.34980482,-0.07787359,-0.5582742,-0.51058286,0.11076933,-0.22482823,0.26478687,-0.5437173,-0.36771414,0.26631522,-0.26423994,-0.91287035,0.34830117,-0.080731176,0.4351217,-0.80875957,-1.0480217,0.24531169,-0.92078334,-0.09476697,-0.08342503,-0.08982626,0.2092397,0.14129505,-0.82048416,-0.10980101,0.31134096,0.52627325,0.23523565,0.8886701,-0.11722799,0.29237342,-1.0019615,-1.0495108,1.1207365,-0.13381112,-0.27368453
-0.423,-0.0871492,-0.3000209,-1.445582,-0.4774816,-0.5461683,-0.4454,1.3565755,-0.09490294,-0.4551756,0.47627038,-0.48793128,-0.24496564,0.41012758,-0.4104651,-0.47707102,-0.13418342,-0.39189735,0.16752654,-1.1502906,-0.8073375,0.31007335,0.023484008,-0.18828002,-0.2144953,0.11634673,0.4053605,1.7323525,-0.6943415,-0.077071466,0.29105073,0.25337946,0.22847898,1.2960225,0.11888047,0.5049202,-0.9859184,-1.2032632,0.34086663,-0.33447334,-0.30764428
-0.429,-0.10409843,-0.11205853,-0.95378274,-0.35892817,-0.07275296,-0.9682583,0.05131294,0.09610656,1.211421,0.5625742,-0.42716354,-0.23677793,1.0128781,-0.3278174,-0.025844153,-1.6112789,-0.34782895,1.0789025,-0.8556152,-0.8195111,0.289414,0.39170864,-0.50283843,-0.38936418,-0.10413756,0.18126176,0.53413534,-0.53534585,-1.41326,0.69398993,0.3592279,0.17886081,0.7394323,-0.2512822,-0.17454639,-0.19315527,-1.4320561,2.0982277,-0.16073605,-0.23376693
-0.43,-0.081571884,-1.7239827,-1.0626692,-0.10344357,-0.11784917,-0.68291587,0.53817606,0.43391743,0.71323174,0.3171791,-0.2782925,-0.26288426,0.68135047,0.13507347,-0.5582194,-0.23795968,-0.53676254,0.20499887,-0.8616995,-1.3121372,0.432005,-0.28093314,-0.268163,-0.5064306,0.075167544,0.18786377,0.07991535,-0.031251293,-1.4089551,0.47453225,0.31225508,0.21177883,1.1912911,0.13618857,-0.0066860076,-0.7393795,-1.2462713,0.28104347,-0.13546287,-0.3646325
-0.482,-0.11423987,-1.970278,-1.3297907,-0.9889689,-0.038802903,-1.4045244,-0.013736859,-0.084886625,-0.9337232,0.69153756,-0.34477144,-0.34097385,0.059483536,0.13976021,-0.73456466,0.34565005,1.0011833,0.017111363,-0.5310268,-0.35798508,0.36354876,0.43420264,-0.22720009,0.29120687,-0.11333492,-0.042648267,2.0108118,-0.16379344,0.45223382,0.5390372,0.28411877,0.16199066,0.61507463,1.1534319,-0.22427586,-1.0952666,2.2784812,0.060866512,0.28760493,-0.062429484
-0.483,-0.07564898,-0.9112156,-0.9876955,-0.5834348,-0.45394558,-1.1416712,0.44791284,0.16279738,0.11752564,0.43979073,-0.3460183,-0.44170937,-0.40840644,-0.2778978,-0.07430914,-0.18233672,0.16229947,0.44042182,-0.7538012,-0.57569486,0.47068635,0.09229858,-0.21429953,-0.01022934,0.12812117,-0.019142576,1.6832011,-0.14726101,-0.476456,0.6024802,0.5238871,0.047133777,0.17798957,2.456052,0.42455706,-0.5854469,0.72812384,0.45263165,-0.21921448,-0.02796826
-0.493,-0.08165074,-0.2303682,-1.1143074,-0.5156616,0.1695784,-0.8398183,0.07710369,-0.031182114,-0.38947445,0.48557708,-0.27844545,-0.3494717,-0.2852526,-0.027711375,-0.24342097,-0.3691754,0.24225707,0.16092446,-0.47764975,-0.6128349,0.48166096,-0.33837768,-0.10546433,-0.042224187,-0.21030125,0.050957896,0.7105933,-0.60257214,-0.006201793,0.48480192,0.44498885,0.27571803,0.27077276,0.74067736,0.44859937,-0.50373626,0.4885401,0.27984032,0.032359853,-0.1489404
-0.494,-0.014844541,-0.06450365,-1.309928,-0.5206271,0.962478,-1.0574503,-0.4758914,0.111610904,-0.49683395,0.43915167,-0.2981278,-0.3474418,-0.1337132,0.18009685,0.2749281,-0.6631945,0.06698051,0.25406626,-0.8204514,-1.0663102,0.3459857,-0.41439244,-0.18037781,0.033106685,-0.5298659,-0.009552948,0.974521,-0.5383787,0.5306293,0.5670045,0.498166,0.12190519,-0.18367228,1.2059714,0.33088872,-0.38871753,-0.023642661,0.683959,-0.33210385,-0.37163126
-0.496,-0.16417284,-0.3384735,-1.6854801,-0.51130426,-0.5356111,-1.0692072,0.3078593,-0.34321588,-0.7496704,0.5289165,-0.33154178,-0.34020087,-0.12930928,0.0714873,-0.7221664,0.21744753,0.37647268,0.53086096,-0.18271019,-0.7517162,0.37692067,0.17725559,-0.17329302,-0.13848005,0.2179607,-0.13497622,1.3477578,-0.9136888,0.37920725,0.4443792,0.37537462,0.13058685,0.26932392,0.8046422,-0.21489505,-0.9525356,0.83171666,0.75390315,1.0268154,-0.12802666
-0.497,-0.07015725,-0.36506113,-1.4187019,-0.6108374,0.46236533,-1.1606609,-0.5284888,-0.09834208,-0.37046182,0.52054816,-0.055010617,-0.4284849,-0.42911768,-0.19958027,-0.6566785,0.46223968,0.13556619,0.74389577,-0.3619464,-0.80089235,0.48874468,0.036454298,-0.17064384,-0.015663434,-0.31717274,-0.047249615,1.1704286,-0.6525136,0.07860129,0.6283342,0.30854532,0.20697482,-0.20615594,2.0077453,-0.25865078,-0.9530261,0.5840824,0.74107164,0.66809696,-0.29066548
-0.508,0.014273077,0.036931943,-1.0484853,-1.3433312,0.31531894,-1.4280407,1.0711739,0.17985551,0.20844394,0.86485547,-0.08139586,-0.22217895,-0.027621606,0.7114211,-0.095439,-0.44641736,0.46911275,1.5915502,-0.49694976,0.1419646,0.21838078,-0.069394894,-0.4012124,0.42641252,-0.21850689,-0.023466947,2.94159,-0.33493358,-0.2133849,0.64609313,0.34712893,0.066833444,-0.38617787,0.29838237,0.5899036,-0.63420814,1.2587591,3.2525723,0.15795512,0.25971654
-0.51,-0.24529219,0.17468837,-1.0796932,-0.5154439,-0.42302933,-1.017535,1.2041773,0.077042155,-1.4358678,0.49943554,-0.09733851,-0.41615346,-0.53102815,0.1286994,-0.74889207,-0.63115937,-0.14233539,0.3528679,-0.6938388,0.05538547,0.4007532,-0.42602602,-0.38463324,-0.098455444,0.033391222,-0.009763706,2.1632557,-0.48261237,0.94548166,0.60542387,0.48017266,0.1599707,0.47296417,1.8481749,-0.6501904,-0.32210055,0.19952129,0.9805723,-0.013499551,0.384542
-0.514,-0.084783636,-0.8154472,-1.8459164,-1.3936068,-0.3617988,-1.2065828,1.9893717,-0.14103825,-0.31306878,0.5141483,-0.12654054,-0.32369766,0.24533224,0.6447002,0.13263626,-0.13258202,0.8715851,0.1386069,-0.8215527,-0.4889898,0.19816327,-1.5513238,-0.0734062,0.8080979,-0.064746715,0.20101635,3.5760121,-0.3619166,-0.38821533,0.65427464,0.60002434,0.011073802,0.6694363,0.1692424,-0.20813493,-0.9649834,1.7314057,0.4122417,-0.10065017,-0.06754186
-0.516,-0.11649164,-1.998119,-1.081974,-1.2438442,-0.20890942,-1.340804,-0.62398255,0.40054718,-1.002617,0.8109477,-0.3082521,-0.38772437,-0.054302584,-0.034474935,0.17366357,-0.27993283,0.30435497,1.074225,-0.31392276,0.2692646,0.2960277,-1.0332899,-0.5043065,0.57366425,-0.11032771,-0.024661135,1.4154463,0.3095805,0.68484384,0.5964422,0.49956855,0.23799048,0.113523014,1.8337064,0.4769592,-0.6108738,0.23218194,2.0905178,0.6382093,0.5180716
-0.522,-0.13248405,0.17558128,-1.7062407,-1.8018289,-0.142034,-1.1072947,-0.9171243,0.043128897,-0.516086,0.4238185,-0.24068631,-0.2820517,-0.13336,1.3688666,-0.6368445,0.34100553,0.76755947,0.20509046,-0.3148224,-0.5348928,0.049911376,-1.4349142,-0.12124922,0.895194,-0.027472852,0.288992,1.2880197,-0.8327533,0.23048134,0.37998226,0.47122946,0.07684416,0.13741483,0.61564463,-0.011305247,-1.6358345,1.3108494,1.4281234,0.5536254,-0.19123112
-0.523,0.00037803996,-0.6025378,-1.300589,-1.055913,0.050122883,-0.84976214,0.51289004,-0.1814093,-0.7559241,0.63728434,-0.530303,-0.3437828,0.18701671,0.31109762,-0.046149187,0.56031126,0.0012549037,0.57841474,-1.2790995,-0.086201444,0.16726859,0.30755523,-0.2922806,0.11726107,-0.18418509,0.25277725,2.03528,-0.615232,0.78303987,0.58289707,0.46995988,0.0024411145,0.41745842,1.5980012,0.44201228,-1.2639514,-1.0263064,1.3131428,-0.5237559,0.026305305
-0.529,-0.044204835,-0.49708903,-1.4742403,-1.3412454,-0.28989616,-1.5979816,-0.91909784,-0.29245195,-0.3129576,0.7857296,-0.45242736,-0.2126916,0.04915351,0.68690306,-0.17710641,-2.3539388,0.96211463,0.6058832,-1.0507716,-0.13969658,0.013345077,0.6615778,-0.4573857,0.0725558,-0.014152808,0.021217916,1.3819143,-0.6731567,0.20494932,0.2987143,0.36260763,0.15011242,0.42059344,0.49945822,-0.39321944,0.08095387,1.45499,1.6063113,-0.09581633,0.09214284
-0.53,0.047033645,-2.9717019,-1.43887,-0.5481923,0.03476192,-1.0400196,0.48645988,0.2551885,-0.8986799,0.33219254,-0.12278057,-0.13583913,-0.32527432,1.0741937,-0.24166143,-0.9975667,0.2206443,0.27682677,-1.1202214,-1.2894807,0.25864625,-0.22255655,-0.30843374,-0.16403644,-0.2259068,0.09836131,2.1981819,0.12182389,0.22271349,0.62848127,0.3741045,0.17992918,-0.09284595,0.61151415,0.17259645,-0.087955855,1.1598866,0.36646965,-0.28348702,-0.5306889
-0.582,-0.1098125,-1.7364135,-1.1133531,-0.6608888,0.22480135,-1.1299542,1.777007,-0.12142446,-0.7920331,0.5137743,-0.15925011,-0.52305317,-0.18136139,0.22984381,-0.52309763,-0.36515927,0.34627047,0.013831247,0.01977999,-0.32147813,0.33414188,0.26353896,-0.34970948,-0.011395962,-0.15349059,0.13012616,-0.15259236,-0.102155454,0.27196664,0.5774291,0.4835834,0.045653757,0.23455635,1.7932354,0.11289828,-0.43803865,1.521079,-0.2863188,1.9050848,0.06702369
